Date,Title,Investment,url
16/08/2022,Supporting Natural Language Processing (NLP)  in Africa,"Google is advancing language technologies in Africa through its AI research center in Ghana, support for the Lacuna Fund to close data gaps, and partnerships with Zindi and Data Scientists Network for NLP hackathons and workshops across countries like Nigeria, Kenya, and Tanzania (Google Africa Blog).",https://blog.google/intl/en-africa/company-news/technology/supporting-natural-language-processing/
06/09/2022,Meet Google for Startups Black Founders Fund in Africa 2022 Startups,"Google announced 60 startups from 10 African countries as recipients of the 2022 Google for Startups Black Founders Fund. Each startup receives $100,000 in non-dilutive cash awards and up to $200,000 in Google Cloud credits, along with mentorship and technical support. Google Africa Blog",https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/meet-google-for-startups-black-founders/
05/10/2022,Delivering on our $1B commitment in Africa,"Google is delivering on its $1 billion commitment to Africa (Google Blog) by establishing its first African cloud region in South Africa and a product development center in Nairobi. The investment includes over $22 million in Google.org funding for nonprofits and skills training, such as a $3 million grant for air quality monitoring and $1.5 million for career certifications (Google Blog).",https://blog.google/intl/en-africa/company-news/inside-google/delivering-on-our-1b-commitment-in/
25/10/2022,Supporting African news organisations who are advancing media literacy,"Google is supporting African news organizations through the Google News Initiative (GNI), which includes funding for Dubawa to train 500 journalists across Nigeria, Ghana, Sierra Leone, Liberia, and The Gambia. The engagement also features a news delivery pilot using RCS in collaboration with Fathm and publishers in South Africa, Nigeria, and Kenya, alongside support for the Africa Facts summit.",https://blog.google/intl/en-africa/company-news/inside-google/supporting-african-news-organisations/
26/10/2022,Helping African job seekers prepare for interviews,"Google is supporting the African workforce through its commitment to train 10 million Africans in digital skills, with over 6 million people already trained through Grow with Google programs like Google Career Certificates and Google Africa Developer Scholarships. This engagement includes providing AI-powered tools like ""Interview Warmup"" to help job seekers in Africa prepare for roles in high-growth fields such as data analytics and IT support.",https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/helping-african-job-seekers-prepare-for/
15/11/2022,"Meet The YouTube Black Voices Creator, Artist, Singer and Songwriter Class of 2023","Through the YouTube Black Voices Fund, Google is providing grants, seed funding, and dedicated partner support to its Class of 2023, which includes 179 creators globally. The program specifically highlights a cohort of creators from Sub-Saharan Africa as part of this multi-year commitment to amplify Black voices and content on the platform (Google Africa Blog).",https://blog.google/intl/en-africa/company-news/technology/meet-the-youtube-black-voices-creator-artist-singer-and-songwriter-class-of-2023/
07/02/2023,A mission to ensure a safe digital experience in Africa,"Google.org provided a $1 million grant to the Impact Amplifier Foundation to launch the second cohort of the Africa Online Safety Fund, which supports organizations dedicated to enhancing online safety in Africa (Google Africa Blog).",https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/africa-online-safety-fund-2023/
20/02/2023,Nigerian fact checkers fight election misinformation with Full Fact's AI Tools,"Through Google.org, Google provided a multi-year grant and pro bono technical support from seven Fellows to Full Fact to develop AI tools used by 23 Nigerian fact-checkers to combat election misinformation (Google Africa Blog). The engagement includes a commitment to support the organization for another three years to scale these tools globally and provide ongoing training to local partners like Africa Check and Dubawa (Google Africa Blog).",https://blog.google/intl/en-africa/company-news/technology/nigerian-fact-checkers-fight-election-misinformation-with-full-facts-ai-tools/
28/02/2023,Apply for the Google for Startups Black Founders Fund 2023,"Google announced the opening of applications for the 2023 Black Founders Fund in Africa, a program that provides capital and resources to early-stage and growth-phase technology startups led by Black founders. The initiative aims to support entrepreneurs across the African continent in scaling their businesses and overcoming systemic funding barriers, building on a 2022 cohort that supported 110 startups.",https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/apply-for-the-black-founders-fund-2023/
08/03/2023,Championing Women in Africa on International Womenâ€™s Day,Google announced the inaugural cohort of 15 women-led startups for the Google for Startups Accelerator: Women Founders (Africa) and launched the Hustle Academy bootcamp to provide training and mentorship for women-led SMEs across Africa Google Blog.,https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/iwd2023/
16/03/2023,Empowering the next generation of tech innovators in Sub-Saharan Africa,"Google is expanding its CS First program in Kenya, Nigeria, and South Africa through a partnership with the Cape Town Science Center, aiming to train over 10,000 students in digital and coding skills. The initiative involves supporting a network of local non-profit organizations and educational institutions to run computer science workshops for elementary and middle school students.",https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/empowering-the-next-generation-of-tech-innovators-in-sub-saharan-africa/
07/06/2023,Announcing the new Google career certificate in cybersecurity with 2000 scholarships for Africans,"Google is providing 2,000 scholarships for its new Cybersecurity Career Certificate to learners across Sub-Saharan Africa (Google Africa Blog). The program, delivered on Coursera, aims to address the cybersecurity skills gap through partnerships with local organizations including the ICT Authority in Kenya, The Roothub in Nigeria, and RLabs in South Africa.",https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/announcing-the-new-google-career-certificate-in-cybersecurity-with-2000-scholarships-for-africans/
13/06/2023,Announcing the inaugural Google for Startups Accelerator: Climate Change program in the Middle East and Africa!,"Google announced the inaugural Google for Startups Accelerator: Climate Change, a 10-week equity-free program for Seed to Series A startups in the Middle East and Africa. Selected startups receive mentorship, workshops on product design and business growth, and Google Cloud credits via the Google for Startups Cloud Program (Google Africa Blog).",https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/announcing-the-inaugural-google-for-startups-accelerator-climate-change-program-in-the-middle-east-and-africa/
20/06/2023,Announcing the 2023 Black Founders Fund Cohort in Africa,"Google selected 25 African startups for its 2023 Black Founders Fund, providing each with up to $150,000 in non-dilutive cash and $200,000 in Google Cloud credits. This engagement aims to address VC funding inequality by supporting Black-led startups across countries including Nigeria, Kenya, and South Africa with capital, mentoring, and technical resources.",https://blog.google/intl/en-africa/company-news/announcing-the-2023-black-founders-fund-cohort-in-africa/
17/07/2023,Unlocking Africa's Potential - Why Digital Skills are Crucial for the Future of Work,"Google is collaborating with the African Union Commission to provide Hustle Academy training as part of a Digital Skills Campaign aiming to reach 100,000 young people across Africa by 2024. The program offers free five-day bootcamps for entrepreneurs and has already reached approximately 1,000 participants in Ethiopia, Madagascar, Ghana, and South Sudan (Google Africa Blog).",https://blog.google/intl/en-africa/company-news/unlocking-africas-potential-why-digital-skills-are-crucial-for-the-future-of-work/
22/08/2023,Google for Startups Accelerator: AI First Program. Call for Applications,"Google announced a call for applications for its ""Google for Startups Accelerator: AI First"" program, a 10-week equity-free accelerator for African startups (seed to Series A) or those building Africa-centered AI solutions. The program provides mentorship, AI expertise, and access to Google Cloud Platform resources, building on Google's initiative that has supported 106 startups across 17 African nations since 2018.",https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/google-for-startups-accelerator-ai-first-program-call-for-applications/
19/09/2023,Supporting digital transformation through South Africa's SMEs,"Google has supported over 4,000 South African SME graduates through its Hustle Academy, a five-day virtual bootcamp providing upskilling, mentorship, and networking opportunities. The program focuses on accelerating digital transformation and economic growth for small businesses in South Africa.",https://blog.google/intl/en-africa/company-news/supporting-digital-transformation-through-south-africas-smes/
05/10/2023,Introducing Our New Cohort for the Google for Startups Accelerator: AI First Program,"Google selected 11 African startups for its 10-week ""Google for Startups Accelerator: AI First"" program, providing them with mentorship and up to $350,000 in Google Cloud Credits to scale their AI-driven solutions (Google Blog).",https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/introducing-our-new-cohort-for-the-google-for-startups-accelerator-ai-first-program/
31/10/2023,5 ways Google is accelerating Health AI innovation in Africa,"Through Google.org, Google committed $25 million globally to support organizations using AI for social impact, including African recipients like the Makerere AI Lab in Uganda and RAD-AID. The initiative also includes partnerships with Jacaranda Health in Kenya and the OnTIME consortium in Nigeria to accelerate health AI innovation.",https://blog.google/intl/en-africa/company-news/5-ways-google-is-accelerating-health-ai-innovation-in-africa/
23/11/2023,The Journey of African SMBs: Reflecting on Google's Hustle Academy Impact,"Google awarded 75 million Naira in funding to 15 Nigerian small businesses through the Hustle Academy Fund and has provided business training to over 10,300 African small and medium-sized businesses (SMBs) since 2022 (Google Blog).",https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/the-journey-of-african-smbs-reflecting-on-googles-hustle-academy-impact/
15/02/2024,A look ahead at the AU Summit and Africa Business Forum,"Google is co-hosting the Africa Business Forum 2024 and supporting digital transformation through initiatives like the Digital Futures Project for AI research and the Google Career Certificates program, which has reached over 20,000 graduates in Africa (Google Africa Blog). These efforts involve partnerships with the African Union and African Development Bank to foster innovation and workforce development across the continent (Google Africa Blog).",https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/a-look-ahead-at-the-au-summit-and-africa-business-forum/
18/04/2024,How Google is Supporting Election Integrity in South Africa,Google is funding a fact-checking coalition led by Africa Check in South Africa and supporting six additional fact-checking coalitions across the continent through the Google News Initiative. This engagement focuses on verifying claims made by political parties and combating misinformation during election periods.,https://blog.google/intl/en-africa/company-news/how-google-is-supporting-election-integrity-in-south-africa/
29/04/2024,Inviting applications for the Google Startups Accelerator Africa,"Google is inviting applications for the 2024 cohort of the Google for Startups Accelerator Africa, providing Seed to Series A tech startups in Africa with equity-free support including up to $350,000 in Google Cloud credits, mentorship, and technical workshops (Google Blog).",https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/inviting-applications-for-the-google-startups-accelerator-africa/
08/05/2024,Inviting applications for the 2024 Hustle Academy,"Google is inviting applications for the 2024 cohort of its Hustle Academy, a training program for SMBs in Kenya, Nigeria, and South Africa that has supported over 10,000 participants since 2022. The program provides training in business skills and AI, and has previously provided grants to participants to help them access additional funding sources.",https://blog.google/intl/en-africa/company-news/2024-hustle-academy/
09/05/2024,Support for those affected by Kenya's flood crisis,"Google.org committed $250,000 in emergency relief grants to support communities in Kenya affected by the devastating flood crisis that displaced 200,000 people.",https://blog.google/intl/en-africa/company-news/support-for-those-affected-by-kenyas-flood-crisis/
23/05/2024,Improving connectivity and accelerating economic growth across Africa with new investments,"Google announced Umoja, the first fiber optic cable to connect Africa (anchored in Kenya) to Australia, passing through several countries including Uganda, Rwanda, and South Africa. This initiative is part of Google's previously announced $1 billion commitment to Africa's digital transformation, which also includes a new cybersecurity collaboration with the Kenyan government.",https://blog.google/intl/en-africa/company-news/improving-connectivity-and-accelerating-economic-growth-across-africa/
30/05/2024,Meet the 24 startups advancing healthcare with AI,"Google selected 24 startups, including six from Nigeria, Egypt, Kenya, and South Africa, for its Growth Academy: AI for Health program. The initiative provides three months of mentorship and product support to help these companies scale AI-driven healthcare solutions across Africa and other regions; no specific funding amount was mentioned.",https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/meet-24-startups-advancing-healthcare-with-ai/
22/07/2024,African Startups: Driving Innovation and Economic Growth,"Google supported the African Union in developing the Startup Policy Framework and Model Law to empower African startups, while also highlighting its $50 million Africa Investment Fund and the Google for Startups Accelerator for Africa Google Blog.",https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/african-startups-driving-innovation-and-economic-growth/
10/09/2024,Calling the Next Generation of AI Innovators. Applications open for the AI Fund,Google and Nigeria’s National Centre for Artificial Intelligence and Robotics (NCAIR) launched a ₦100 million AI Fund to provide grants of up to ₦10 million each to Nigerian AI startups (Google Africa Blog). The program also offers participants mentorship and access to Google’s AI tools and infrastructure to scale their solutions (Google Africa Blog).,https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/calling-the-next-generation-of-ai-innovators-applications-open-for-the-ai-fund/
18/09/2024,Unlocking Digital Opportunity in Africa,"Google is executing a $1 billion investment commitment in Sub-Saharan Africa, which includes infrastructure projects like the Equiano subsea cable and initiatives to support local entrepreneurs and digital skills. This funding, originally announced in 2021, aims to drive economic growth and innovation across the continent, contributing to an estimated $16 billion in economic activity in 2023 according to a report by Public First.",https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/unlocking-digital-opportunity-in-africa/
28/10/2024,Africa's AI Moment: Building a future powered by technology and talent,"Google announced a $5.8 million commitment to accelerate AI skilling initiatives across Sub-Saharan Africa, targeting workers, teenagers, non-profit leaders, and the public sector (Google Blog). The investment includes support for Nigeria's Federal Ministry of Communications, Innovation and Digital Economy and an equity-free accelerator fund for Nigerian AI startups (Google Blog).",https://blog.google/intl/en-africa/company-news/africas-ai-moment-building-a-future-powered-by-technology-and-talent/
26/11/2024,Supporting Startups in Africa: The Power of Empowering Black Entrepreneurs,"Through the Black Founders Fund, Google provides non-dilutive funding, mentorship, and resources to Black-led startups across Africa. Since 2021, the program has supported over 220 startups in Africa and Europe, helping them raise $379 million in follow-on funding and create more than 6,000 jobs (Google Blog).",https://blog.google/intl/en-africa/company-news/supporting-startups-in-africa-the-power-of-empowering-black-entrepreneurs/
03/12/2024,A Blueprint for a New Era of African Innovation,"Google is investing $1 billion to support Africa's digital transformation, which includes infrastructure like the Equiano and Umoja subsea cables and research centers in Accra and Nairobi (Google Africa Blog). Additionally, the company recently committed $5.8 million to accelerate AI skilling initiatives across the continent to empower people in an AI-powered world (Google Africa Blog).",https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/a-blueprint-for-a-new-era-of-african-innovation/
13/12/2024,A robotics program transforming AI education across Africa,"Google, in collaboration with UNESCO and Infinix, launched the CogLabs robotics and AI education program as part of its $1 billion investment commitment to Africa. The initiative provides hands-on training using 3D-printed kits and smartphones, having already reached over 10,000 teachers and students across 35 countries.",https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/a-robotics-program-transforming-ai-education-across-africa/
18/02/2025,Advanced Flood Hub features for aid organizations and governments,"Google.org provided funding to GiveDirectly and the International Rescue Committee to deliver AI-powered cash relief to 7,500 people in Nigeria. This investment, mentioned as a key collaboration in the Google Blog, enabled families in Kogi and Benue states to receive financial support 5-7 days before peak flooding.",https://blog.google/intl/en-africa/company-news/advanced-flood-hub-features-for-aid-organizations-and-governments/
28/02/2025,Google Cloud launches cybersecurity trainings in South Africa,"As part of its $1 billion commitment in Africa, Google Cloud launched the Cybersecurity Upskilling Initiative in South Africa to provide training for job seekers and 1,000 public service employees. The initiative, in partnership with NEMISA and the Department for Public Service and Administration, aims to address the cybersecurity skills gap in the country.",https://blog.google/intl/en-africa/company-news/technology/google-cloud-launches-cybersecurity-trainings-in-south-africa/
06/03/2025,Google Hustle Academy 2025 Applications Open,"Google is providing free virtual AI and business training to SMBs in Kenya, Nigeria, and South Africa through its Hustle Academy 2025 program. The initiative has reached a significant scale, having already skilled over 15,000 SMBs across Africa since its launch in 2022 (Google Africa Blog).",https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/hustle-academy-2025/
31/03/2025,A sustainable future for South African news requires innovation and collaboration between platforms and publishers,"Google partnered with the Association of Independent Publishers to launch the R114 million Digital News Transformation Fund, aimed at helping independent, community, and local news publishers in South Africa build resilient digital businesses (Google Africa Blog).",https://blog.google/intl/en-africa/company-news/a-sustainable-future-for-south-african-news/
03/04/2025,Turning AIâ€™s Opportunity into Reality for Africa,"Google has invested in foundational infrastructure in Africa through the Umoja and Equiano subsea cables and the recently launched South Africa Cloud region (Google Africa Blog). Additionally, Google.org is partnering with the Masakhane Research Foundation and the Gates Foundation to establish an AI Hub to support African research and development (Google Africa Blog).",https://blog.google/intl/en-africa/company-news/technology/turning-ais-opportunity-into-reality-for-africa/
07/04/2025,More opportunity to grow for online businesses in South Africa,"Google is supporting online businesses in South Africa through a bootcamp-style digital marketing training program, an Ad Credits Program to boost digital presence, and interest-free microloans administered by Thundafund to fund strategic growth investments (Google Africa Blog).",https://blog.google/intl/en-africa/more-opportunity-to-grow-for-online-businesses-in-south-africa/
17/04/2025,Applications Now Open for the 2025 Google for Startups Accelerator Africa Program,"Google has opened applications for the 2025 cohort of its Google for Startups Accelerator Africa program, which provides Seed to Series A tech startups across Africa with up to $350,000 in Google Cloud credits and equity-free support (Google Africa Blog). The three-month hybrid program is designed to help African founders scale their AI-first solutions through expert mentorship, technical training, and networking opportunities (Google Africa Blog).",https://blog.google/intl/en-africa/company-news/applications-now-open-for-the-2025-google-for-startups-accelerator-africa-program/
10/06/2025,The Google.org Accelerator: Generative AI welcomes 5 new  organizations having impact in SSA,"Google.org announced that five organizations with impact in Sub-Saharan Africa (Signvrse, Aga Khan University, 3iS, CETA Global, and Darsel) have joined its $30 million global Generative AI Accelerator. These participants will receive funding and technical training to develop AI-powered solutions for healthcare, education, and crisis response in countries including Kenya, Nigeria, Ethiopia, Zambia, and South Africa (Google Africa Blog).",https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/the-googleorg-accelerator-generative-ai-welcomes-5-new-organizations-having-impact-in-ssa/
24/06/2025,Meet the 15 Startups Joining the 2025 Google for Startups Accelerator Africa Cohort,"Google selected 15 AI-focused startups from Ghana, Ethiopia, Kenya, Nigeria, Rwanda, Senegal, and South Africa for the 9th cohort of the Google for Startups Accelerator: Africa. Selected startups receive mentorship, training, and technical support, including up to $350,000 in Google Cloud credits each to help scale their solutions.",https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/meet-the-15-startups-joining-the-2025-google-for-startups-accelerator-africa-cohort/
24/07/2025,5 ways weâ€™re bringing AI innovations to people across Africa,"Google announced a new wave of programs to support AI research in Africa, which includes $37 million in cumulative funding and the launch of a new AI Community Center in Accra, Ghana. The commitment features a $2.1 million Google.org reinvestment to support GiveDirectly in providing AI-powered flood and drought early warnings for communities in countries like Nigeria.",https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/5-ways-were-bringing-ai-innovations-to-people-across-africa/
24/07/2025,Supporting the future of AI Research in Africa and globally,"Google committed $37 million in cumulative contributions to advance AI in Africa, featuring the opening of a new AI Community Center in Accra and $25 million for food security initiatives through Google.org (Google Africa Blog). The funding includes $2 million for academic research at the University of Pretoria and Wits University, $7 million for skills training, and a catalytic fund for over 100 AI-driven startups across the continent (Google Africa Blog).",https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/supporting-the-future-of-ai-research-in-africa-and-globally/
26/09/2025,AI and robotics training coming to African classrooms,"Google.org is providing $1 million in funding and AI expertise to a new initiative by the International Telecommunication Union (ITU) and will.i.am to bring AI and robotics training to students aged 11–18 across Africa. The program will equip young minds with internet access, robotics kits, and AI-focused lessons to develop essential future skills according to Google's Africa Blog.",https://blog.google/intl/en-africa/feed/ai-and-robotics-training-coming-to-african-classrooms/
14/10/2025,10 Startups join the second Google for Startups Accelerator in South Africa,"Google has selected 10 startups for the second cohort of the Google for Startups Accelerator: South Africa Program, providing them with equity-free funding, mentorship, and technical workshops to support growth in sectors like fintech, health, and energy. The program offers founders in South Africa access to Google's AI tools and resources, including Gemini Google Blog.",https://blog.google/intl/en-africa/10-startups-join-the-second-google-for-startups-accelerator-in-south-africa/
07/11/2025,More opportunity for online businesses to grow in South Africa,"Google launched the Digital Growth Initiative for South African businesses, providing advanced digital marketing training via the Ads Academy, ad credits to enhance digital presence, and grant opportunities administered by Thundafund for strategic business investments. The program is designed for South African online platforms, application developers, and online businesses.",https://blog.google/intl/en-africa/more-opportunity-for-online-businesses-to-grow-in-south-africa/
13/11/2025,Targeted investments to support the South African news industry,"Google is implementing a five-year support plan for the South African news industry, which includes targeted investments through the Digital News Transformation Fund and Google News Showcase, investment in AI-driven innovation, and foundational training for journalists. The initiative follows the South African Media and Digital Platforms Market Inquiry and aims to support a resilient and innovative news ecosystem in South Africa (Google Blog).",https://blog.google/intl/en-africa/company-news/targeted-investments-to-support-the-south-african-news-industry/
17/11/2025,Supporting Africaâ€™s public data infrastructure for the AI Age,"Google.org is providing $2.25 million in funding to the UN Economic Commission for Africa (UNECA) and PARIS21 to modernize Africa's public data infrastructure. This investment supports the launch of a regional Data Commons for Africa and the development of AI tools, starting in countries such as Ghana and Rwanda.",https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/google-helps-africa-build-an-ai-data-future-with-225m-in-support/
18/11/2025,A New Blueprint to empower Africaâ€™s next generation of AI builders,"Google is activating a $7.5 million Google.org commitment to support AI training through local organizations like the FATE Foundation and AIMS, and providing an additional $2.25 million to modernize public data infrastructure in partnership with the United Nations Economic Commission for Africa (UNECA) and other partners.",https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/a-new-blueprint-to-empower-africas-next-generation-of-ai-builders/
28/11/2025,Partnering for Nigeria's AI-powered future,"Google has committed $2.1 million through Google.org to support advanced AI skilling and digital safety in Nigeria, according to the Google Africa Blog. The funding will benefit students, developers, and public institutions through partnerships with organizations such as the FATE Foundation, the African Institute for Mathematical Sciences, and the CyberSafe Foundation.",https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/partnering-for-nigerias-ai-powered-future/
13/02/2026,Africaâ€™s AI Opportunity: A Journey of Agency and Innovation,"Google is launching an AI literacy program to train 50,000 public officials in Ethiopia, with plans for continent-wide expansion, and has formed a strategic alliance with the World Bank Group to help African nations deploy AI-powered open networks. Additionally, Google is supporting the African Union's Digital Education Strategy by providing governments with a skilling playbook and offering no-cost AI tools to educational institutions. Google Africa Blog",https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/africas-ai-opportunity-a-journey-of-agency-and-innovation/
