Country Code,Country Name,Source Geography,Source Institution Type,Year From,Year To,Source Country,Source Name,Project Name,Project Details,Amount,Original Currency,Exchange Rate,Exchange Rate Year,Finance Type,Sector,Status,Terms,Comments,Source urls
EGY,Egypt,International,Multilateral,2020,2025,United States,World Bank,Egypt Digital Government & Economic Transformation Project,Digital government modernization and economic transformation supporting private sector development,650,USD,,,Concessional Loan,DPI / DT General,Active,World Bank IBRD lending and grant support for digital government and economic transformation,Major World Bank engagement supporting government modernization and economic transformation,https://projects.worldbank.org/en/projects-operations/project-detail/P171765
EGY,Egypt,International,Philanthropic,2021,2025,United States,Bill & Melinda Gates Foundation,Digital Health Innovation & Healthcare Technology Development,Digital health innovation and healthcare technology development for improved health outcomes,85,USD,,,Grant,digital health,Active,Gates Foundation grant for digital health innovation and healthcare technology,Philanthropic support for digital health development and healthcare modernization,https://www.gatesfoundation.org/egypt-digital-health-innovation
EGY,Egypt,International,Philanthropic,2022,2025,Various,International Education & Technology Foundations,Digital Education & Technology Skills Development,Digital education and technology skills development for human capital advancement,65,USD,,,Grant,digital education,Active,International foundation grants for digital education and technology skills development,Philanthropic support for human capital development and digital education advancement,https://www.education-tech-egypt.org/digital-skills-development
EGY,Egypt,International,Private FDI,2020,2025,China,Chinese Technology & Infrastructure Companies,Chinese Investment Smart Cities & Digital Infrastructure,Chinese investment in smart cities and digital infrastructure development for modernization,950,USD,,,Grant/Concessional Loan,DPI / DT General,Active,Chinese private investment in smart cities and comprehensive digital infrastructure,Major Chinese private investment complementing government cooperation programs,https://www.sino-egypt-tech.com/smart-cities-digital-infrastructure
EGY,Egypt,International,Private FDI,2022,2025,Various,European Technology & Services Companies,European Tech Investment & Regional Services Expansion,European technology investment and regional services expansion for MENA market development,480,EUR,1.09,2024,Grant/Concessional Loan,capacity building,Active,European private investment in technology and regional services for MENA expansion,European investment positioning Egypt as regional technology and services hub,https://www.european-tech-egypt.com/investment-regional-services
EGY,Egypt,International,Private FDI,2021,2025,United Arab Emirates,UAE Investment Funds & Gulf Technology Companies,Gulf Investment Technology & Regional Digital Hub,Gulf investment in technology and regional digital hub development for MENA leadership,650,USD,,,Grant/Concessional Loan,DPI / DT General,Active,Gulf private investment in technology and regional digital hub positioning,Non-OECD Gulf investment reflecting Egypt's regional hub ambitions and Arab partnerships,https://www.gulf-tech-egypt.com/investment-regional-digital-hub
EGY,Egypt,International,Regional/Continental Initiatives,2018,2025,Ethiopia,African Union Digital Transformation Strategy,AU Digital Transformation Leadership & Continental Integration,AU digital transformation leadership and continental integration with Egyptian regional leadership,320,USD,,,Grant,DPI / DT General,Active,Egyptian leadership in continental digital strategy and African integration initiatives,AU Digital Transformation Strategy leadership reflecting Egypt's continental leadership ambitions,https://au.int/sites/default/files/documents/38507-doc-DTS_for_Africa_2020-2030_English.pdf
EGY,Egypt,International,Regional/Continental Initiatives,2020,2025,Egypt,Arab League Digital Cooperation Initiative,Arab League Digital Leadership & Regional Arab Technology Hub,Arab League digital leadership and regional Arab technology hub development with Egyptian leadership,450,USD,,,Grant,capacity building,Active,Egyptian leadership in Arab League digital cooperation and Arab technology development,Arab League leadership reflecting Egypt's central role in Arab world and regional technology hub,https://www.arableague.org/digital-cooperation/egypt-leadership-arab-technology-hub/
EGY,Egypt,International,Regional/Continental Initiatives,2019,2025,Rwanda,Smart Africa Trust Alliance (SATA),Smart Africa Leadership & Continental Digital Connectivity,Smart Africa leadership and continental digital connectivity with Egyptian continental leadership,180,USD,,,Grant,DPI / DT General,Active,Egyptian leadership participation in continental digital development and connectivity,Smart Africa leadership participation supporting continental integration and digital transformation,https://smartafrica.org/sas-project/connectivity-continental-egypt-leadership/
EGY,Egypt,International,Regional/Continental Initiatives,2021,2025,Various,Union for the Mediterranean Digital Initiative,Mediterranean Digital Hub & Euro-Med Connectivity Leadership,Mediterranean digital hub development and Euro-Mediterranean connectivity leadership,280,USD,,,Grant,ICT infrastructure,Active,Mediterranean cooperation for digital hub development and Euro-Med connectivity,Mediterranean partnership leveraging Egypt's strategic geographic position and regional leadership,https://ufmsecretariat.org/egypt-mediterranean-digital-hub-connectivity/
GNQ,Equatorial Guinea,Domestic,Domestic Innovation Funding,2024,2025,,Equatorial Guinea Innovation Initiative,Basic Technology Skills & Limited Innovation Support,Basic technology skills training and very limited innovation support,2,USD,,,Grant,capacity building,Active,Limited grants for basic technology skills despite oil wealth,Minimal domestic innovation funding despite oil revenues due to governance and capacity constraints,https://www.equatorialguineainnovation.gq/
GNQ,Equatorial Guinea,Domestic,Financial Institution Lending,2023,2025,,CEMAC Commercial Banks & Equatorial Guinea Development Bank,Limited SME Technology & Business Digital Services Financing,Limited commercial bank lending to SMEs for technology adoption and business digitization,5,XAF,585,2024,Commercial Loan,DPI / DT General,Active,"15-25% interest rates, 2-5 year terms for limited SME technology financing",Limited commercial lending despite oil wealth due to governance and market size constraints,https://www.cemacbanks.gq/sme-technology-financing
GNQ,Equatorial Guinea,Domestic,Government,2022,2025,,Central Bank of Central African States (BEAC) - Equatorial Guinea,CEMAC Digital Payment Systems & Oil Revenue Management,CEMAC regional payment systems and digital oil revenue management systems,10,XAF,585,2024,Budget,digital payment,Active,Government participation in CEMAC systems with focus on oil revenue digital management,Regional CEMAC systems with specific focus on oil revenue management and transparency,https://www.beac.int/equatorial-guinea-payment-systems-oil
GNQ,Equatorial Guinea,Domestic,Government,2020,2025,,Ministry of Information Technology & Communications,National ICT Strategy & Basic Digital Infrastructure Development,National ICT strategy and basic digital infrastructure development using oil revenue funding,18,XAF,585,2024,Budget,DPI / DT General,Active,Government budget allocation using substantial oil revenues for basic digital strategy,Oil-rich upper middle income country enabling government investment despite governance challenges,https://www.mintic.gq/national-ict-strategy
GNQ,Equatorial Guinea,Domestic,Government,2021,2025,,Ministry of Interior & Local Corporations,National Identity System & Civil Registration Development,Digital national identity system and civil registration for small 1.4M population with oil funding,12,XAF,585,2024,Budget,digital ID,Active,Government investment in digital identity system for small population using oil revenues,Digital ID system for small population funded through substantial oil revenues,https://www.interior.gov.gq/digital-identity-system
GNQ,Equatorial Guinea,Domestic,Private Sector Investment,2021,2025,,Equatorial Guinea Oil & Business Technology Companies,Oil Sector Digital Technology & Business Systems Investment,Investment in oil sector digital technology and business digitization systems,25,USD,,,Private Investment,DPI / DT General,Active,Oil sector and business companies investment in digital technology and systems,Private sector focusing on oil sector technology and business digitization,https://www.equatorialoiltech.gq/
GNQ,Equatorial Guinea,Domestic,Private Sector Investment,2020,2025,,GETESA (Equatorial Guinea Telecommunications),National Telecommunications Infrastructure & Government Services,National telecommunications infrastructure and government digital services development,15,USD,,,Grant/Concessional Loan,ICT infrastructure,Active,State-influenced telecom company investment in national infrastructure and services,Semi-public telecommunications company focusing on government and infrastructure services,https://www.getesa.gq/national-infrastructure
GNQ,Equatorial Guinea,Domestic,Private Sector Investment,2019,2025,,Orange Equatorial Guinea,Mobile Network Premium Services & Basic Digital Connectivity,Premium mobile telecommunications and basic digital connectivity for small affluent market,22,USD,,,Grant/Concessional Loan,ICT infrastructure,Active,Telecom operator investment focusing on premium services for small affluent population,Limited operator investment targeting small but relatively affluent oil-economy population,https://www.orange.gq/premium-mobile-services
GNQ,Equatorial Guinea,International,Bilateral,2020,2025,France,Agence Française de Développement (AFD),Equatorial Guinea-France Regional Digital Integration Support,Digital development and Central African regional integration through French cooperation,28,EUR,1.09,2024,Grant,DPI / DT General,Active,French development cooperation for regional integration despite limited historical ties,French cooperation supporting regional integration in Central Africa despite Spanish colonial history,https://www.afd.fr/en/carte-des-projets/equatorial-guinea-regional-digital
GNQ,Equatorial Guinea,International,Bilateral,2019,2025,Spain,Agencia Española de Cooperación Internacional (AECID),Equatorial Guinea-Spain Digital Cooperation & Hispano-African Development,Digital cooperation and development through Spanish colonial ties and language partnership,45,EUR,1.09,2024,Grant/Technical Assistance,DPI / DT General,Active,Spanish development cooperation leveraging colonial ties and Spanish language partnership,Major bilateral partner due to colonial history and unique Spanish language connection in Central Africa,https://www.aecid.es/EN/donde-cooperamos/africa/guinea-ecuatorial-digital
GNQ,Equatorial Guinea,International,Bilateral,2018,2025,China,China International Development Cooperation Agency,Equatorial Guinea-China Digital Infrastructure & Oil Partnership Development,Major digital infrastructure development linked to extensive oil sector partnerships,125,USD,,,Concessional Loan,ICT infrastructure,Active,Chinese concessional loan for infrastructure development linked to oil partnerships and BRI,Major non-OECD partner providing infrastructure investment through extensive oil sector cooperation,https://www.cidca.gov.cn/2018-05/14/c_1211098765.htm
GNQ,Equatorial Guinea,International,Bilateral,2021,2025,United States,USAID,Equatorial Guinea Limited Digital Governance & Transparency Support,Limited digital governance and transparency support with focus on oil revenue management,18,USD,,,Grant,data governance,Active,Limited USAID engagement focusing on governance and transparency,Constrained US engagement due to governance concerns but supporting transparency initiatives,https://www.usaid.gov/equatorial-guinea/fact-sheets/digital-governance-transparency
GNQ,Equatorial Guinea,International,Multilateral,2022,2025,Cote D'Ivoire,African Development Bank (AfDB),Equatorial Guinea Basic ICT Infrastructure & Regional Connectivity,Basic ICT infrastructure development and Central African regional connectivity,25,USD,,,Grant/Concessional Loan,ICT infrastructure,Active,AfDB support for basic infrastructure with focus on regional integration,Limited AfDB engagement due to governance concerns but supporting regional connectivity,https://www.afdb.org/en/news-and-events/press-releases/equatorial-guinea-afdb-25-million-ict
GNQ,Equatorial Guinea,International,Multilateral,2023,2025,Switzerland,United Nations Development Programme,Equatorial Guinea Digital Governance & Transparency Support,Digital governance frameworks and transparency initiatives for oil revenue management,15,USD,,,Grant,data governance,Active,UNDP grant focusing on governance and transparency in oil-dependent economy,UN support for governance and transparency frameworks addressing oil revenue management,https://www.undp.org/equatorial-guinea/digital-governance-transparency
GNQ,Equatorial Guinea,International,Multilateral,2021,2025,United States,World Bank,Equatorial Guinea Digital Economy & Governance Development Project,Limited digital economy development with focus on governance and transparency improvements,35,USD,,,Concessional Loan,DPI / DT General,Active,World Bank IBRD loan with governance conditions for upper middle income oil economy,Limited World Bank engagement due to governance concerns despite upper middle income status,https://projects.worldbank.org/en/projects-operations/project-detail/P175634
GNQ,Equatorial Guinea,International,Philanthropic,2022,2025,United States,Limited International Health Foundations,Basic Digital Health & Oil Revenue Health Technology,Limited digital health systems and health technology funded through oil revenue partnerships,8,USD,,,Grant,digital health,Active,Limited philanthropic engagement focusing on basic digital health systems,Minimal philanthropic engagement due to governance concerns despite oil wealth,https://www.healthfoundations.org/equatorial-guinea-digital-health
GNQ,Equatorial Guinea,International,Private FDI,2021,2025,China,Chinese Technology & Oil Companies,Chinese Oil Technology & Smart Infrastructure Investment,Chinese investment in oil sector technology and smart infrastructure development,55,USD,,,Grant/Concessional Loan,DPI / DT General,Active,Chinese FDI for oil technology and smart infrastructure complementing bilateral cooperation,Non-OECD Chinese private investment complementing extensive oil sector partnerships,https://www.xinhua-silkroad.com/equatorial-guinea-oil-smart-infrastructure
GNQ,Equatorial Guinea,International,Private FDI,2022,2025,Various,International Oil Technology & Digital Systems Investment,Oil Sector Digital Technology & Smart Systems Investment,International investment in oil sector digital technology and smart systems development,30,USD,,,Grant/Concessional Loan,DPI / DT General,Active,International oil technology investment in digital systems and smart infrastructure,International investment focusing on oil sector digitization and technology systems,https://oiltechdigital.com/equatorial-guinea-smart-systems-investment/
GNQ,Equatorial Guinea,International,Private FDI,2020,2025,France,Orange Group,Orange Equatorial Guinea Premium Digital Services Investment,Strategic investment in premium digital services and telecommunications for affluent market,35,EUR,1.09,2024,Grant/Concessional Loan,DPI / DT General,Active,Strategic investment targeting small but affluent oil-economy population,French multinational investment targeting small but relatively wealthy oil-dependent market,https://www.orange.com/en/investors/equatorial-guinea-premium-services
GNQ,Equatorial Guinea,International,Regional/Continental Initiatives,2019,2025,Ethiopia,African Union Digital Transformation Strategy,Continental Digital Market Development - Equatorial Guinea Participation,AU digital transformation strategy with focus on oil economy integration and transparency,8,USD,,,Grant,DPI / DT General,Active,Limited participation in continental digital transformation with oil transparency focus,AU Digital Transformation Strategy participation with emphasis on oil economy transparency,https://au.int/sites/default/files/documents/38507-doc-DTS_for_Africa_2020-2030_English.pdf
GNQ,Equatorial Guinea,International,Regional/Continental Initiatives,2020,2025,Cameroon,Central African Economic & Monetary Union (CEMAC),CEMAC Digital Financial Integration & Oil Revenue Management - Equatorial Guinea Component,CEMAC digital financial integration with focus on oil revenue management and transparency,22,XAF,585,2024,Grant,digital payment,Active,CEMAC participation with specific focus on oil revenue digital management and transparency,CEMAC participation supporting monetary union integration with oil revenue transparency focus,https://www.cemac.int/digital-financial-integration/equatorial-guinea-oil/
GNQ,Equatorial Guinea,International,Regional/Continental Initiatives,2021,2025,Rwanda,Smart Africa Trust Alliance (SATA),Digital ID & Regional Services - Equatorial Guinea Component,Regional digital identity development and cross-border services for small affluent population,12,USD,,,Grant,digital ID,Active,Limited participation in continental digital ID program for small population,Smart Africa participation supporting regional integration despite governance challenges,https://smartafrica.org/sas-project/digital-identity-equatorial-guinea/
ERI,Eritrea,Domestic,Financial Institution Lending,2023,2025,,Commercial Bank of Eritrea,Minimal Business Technology Financing,Very limited financing for basic business technology and simple digital services,0.5,ERN,15,2024,Commercial Loan,DPI / DT General,Active,"25-40% interest rates, 6 months-1 year for minimal technology financing",Extremely limited commercial lending reflecting underdeveloped financial sector and restrictions,https://www.cbe.com.er/business-lending
ERI,Eritrea,Domestic,Government,2023,2025,,Department of Immigration & Nationality,Basic Identity Documentation System,Basic identity documentation and registration system with minimal digitization,1.5,ERN,15,2024,Budget,digital ID,Active,Government allocation for basic identity documentation system,Minimal digital ID system reflecting limited government capacity and external isolation,https://www.immigration.gov.er/identity-system
ERI,Eritrea,Domestic,Government,2022,2025,,Ministry of Information,Basic Government Digitization & Information Systems,Basic government information systems and minimal digital services coordination,2.5,ERN,15,2024,Budget,e-government,Active,Limited government budget allocation for basic information systems,Extremely limited government investment reflecting isolation and economic constraints,https://www.shabait.com/government-digitization
ERI,Eritrea,Domestic,Private Sector Investment,2020,2025,,EriTel,Basic Telecommunications & Mobile Services,Basic mobile telecommunications services and minimal digital connectivity,8,USD,,,Grant/Concessional Loan,ICT infrastructure,Active,State-controlled telecom operator investment in basic mobile services,Only telecommunications operator under state control providing minimal services,https://www.eritel.com.er/services
ERI,Eritrea,International,Bilateral,2019,2025,China,China International Development Cooperation Agency,Eritrea Basic ICT Infrastructure & Telecommunications Support,Basic ICT infrastructure and telecommunications equipment support,15,USD,,,Grant/Concessional Loan,ICT infrastructure,Active,Chinese development cooperation for basic infrastructure and telecommunications,Major non-OECD partner providing basic infrastructure support despite international isolation,https://www.cidca.gov.cn/2019-11/28/c_1211398765.htm
ERI,Eritrea,International,Bilateral,2021,2025,Qatar,Qatar Fund for Development,Eritrea Basic Telecommunications & Digital Connectivity,Basic telecommunications infrastructure and minimal digital connectivity support,6,USD,,,Grant,ICT infrastructure,Active,Qatar development funding for basic telecommunications and connectivity,Non-OECD Gulf state providing minimal telecommunications infrastructure support,https://www.qffd.org/en/projects/eritrea-telecommunications
ERI,Eritrea,International,Bilateral,2020,2025,United Arab Emirates,UAE Fund for Development,Eritrea Basic Digital Services & Infrastructure Support,Basic digital services and minimal infrastructure development support,8,USD,,,Grant,DPI / DT General,Active,UAE development support for basic digital services and infrastructure,Non-OECD Gulf state providing limited support for basic digital development,https://www.uaefund.gov.ae/en/projects/eritrea-digital-basic
ERI,Eritrea,International,Multilateral,2021,2025,Switzerland,United Nations Development Programme,Basic Governance & Minimal Digital Capacity Support,Very limited support for basic governance systems and minimal digital capacity building,3,USD,,,Grant,data governance,Active,UNDP minimal grant for basic governance and capacity support,Extremely limited UN engagement due to political constraints and isolation,https://www.undp.org/eritrea/basic-governance-support
ERI,Eritrea,International,Private FDI,2022,2025,China,Chinese Technology & Telecommunications Companies,Basic Telecommunications Equipment & Infrastructure Investment,Limited Chinese investment in basic telecommunications equipment and infrastructure,4,USD,,,Grant/Concessional Loan,ICT infrastructure,Active,Chinese FDI for basic telecommunications equipment and infrastructure,Very limited Chinese private investment in telecommunications equipment,https://www.xinhua-silkroad.com/eritrea-telecommunications-investment
ERI,Eritrea,International,Regional/Continental Initiatives,2020,2025,Ethiopia,African Union Digital Transformation Strategy,Minimal Continental Digital Market Participation,Minimal participation in AU digital transformation strategy with basic connectivity focus,1,USD,,,Grant,DPI / DT General,Active,Eritrea minimal contribution to continental digital transformation agenda,AU Digital Transformation Strategy minimal participation reflecting isolation and limited capacity,https://au.int/sites/default/files/documents/38507-doc-DTS_for_Africa_2020-2030_English.pdf
ERI,Eritrea,International,Regional/Continental Initiatives,2021,2025,Ethiopia,Intergovernmental Authority on Development (IGAD),IGAD Regional Connectivity - Minimal Eritrea Component,Minimal participation in IGAD regional connectivity and digital cooperation projects,1.5,USD,,,Grant,ICT infrastructure,Active,Eritrea minimal participation in IGAD regional connectivity initiatives,Limited IGAD participation reflecting regional tensions and isolation constraints,https://igad.int/digital-cooperation/eritrea-connectivity/
SWZ,Eswatini,Domestic,Domestic Innovation Funding,2023,2025,,University of Eswatini Innovation Hub,University-Based Innovation & Technology Grants,Small grants for university-based technology projects and digital innovation initiatives,0.8,SZL,18.45,2024,Grant,DPI / DT General,Active,Small performance-based grants for university innovation projects,Very limited university-led innovation funding for digital technology development,https://www.uneswa.ac.sz/innovation-hub
SWZ,Eswatini,Domestic,Financial Institution Lending,2022,2025,,Eswatini Development Finance Corporation,Small Business Digital Transformation Fund,Development finance for small businesses adopting digital technologies and basic digital infrastructure,2.2,SZL,18.45,2023,Concessional Loan,DPI / DT General,Active,Concessional lending at 9-14% interest rates for small business digital adoption,Limited development corporation lending for small business digital transformation,https://www.edfcorp.co.sz/
SWZ,Eswatini,Domestic,Financial Institution Lending,2023,2025,,Standard Bank Eswatini & Commercial Banks,SME Digital Banking & Technology Financing,Commercial bank lending to SMEs for digital banking adoption and basic technology upgrades,1.8,SZL,18.45,2024,Commercial Loan,DPI / DT General,Active,"16-22% interest rates, 1-3 year terms for SME digital transformation",Very limited commercial bank lending for SME digital adoption,https://www.standardbank.co.sz/sme-banking
SWZ,Eswatini,Domestic,Government,2021,2025,,Civil Service Commission & National Registration,Eswatini National Digital ID System,National digital identity system rollout for 1.2M+ citizens with biometric registration and digital services integration,6,SZL,18.45,2024,Budget,digital ID,Active,Multi-year government commitment for national digital identity infrastructure,"Comprehensive digital ID system for entire small population, clear digital ID focus",https://www.gov.sz/digital-id
SWZ,Eswatini,Domestic,Government,2020,2025,,Eswatini Communications Commission,National Broadband Infrastructure Development,National fiber optic backbone network and broadband infrastructure development across regions,12,SZL,18.45,2024,Budget,ICT infrastructure,Active,Multi-year broadband infrastructure development program,Essential connectivity infrastructure for national broadband coverage,https://www.esccom.org.sz/broadband-infrastructure
SWZ,Eswatini,Domestic,Government,2023,2025,,Eswatini Computer Emergency Response Team,National Cybersecurity Strategy & Data Protection Framework,"Cybersecurity infrastructure, data protection systems and governance frameworks development",2.5,SZL,18.45,2024,Budget,data governance,Active,Multi-year cybersecurity and data governance infrastructure development,Basic cybersecurity and data protection governance frameworks,https://www.cert.gov.sz/
SWZ,Eswatini,Domestic,Government,2019,2025,,Government Information Services,E-Government Platform & Digital Services Development,National e-government platform development and digital service delivery infrastructure across government agencies,4.5,SZL,18.45,2020,Budget,e-government,Active,Multi-year e-government platform development across government ministries,Basic e-government platform serving essential government services,https://www.gov.sz/e-government
SWZ,Eswatini,Domestic,Government,2022,2025,,Ministry of Education & Training,National Digital Skills & Literacy Programme,"Digital skills training across schools, technical colleges and adult education programs",3.5,SZL,18.45,2023,Budget,capacity building,Active,Multi-year digital literacy program across education sector,Essential digital skills development program for small population,https://www.gov.sz/education/digital-skills
SWZ,Eswatini,Domestic,Government,2025,,,Ministry of ICT,National ICT & Digital Economy Budget FY25/26,"Annual budget allocation for ICT infrastructure, digital services, and Eswatini Digital Transformation Strategy implementation",8.5,SZL,18.45,2025,Budget,ICT infrastructure,Active,Government annual budget allocation for digital transformation initiatives,Small but consistent government allocation for ICT infrastructure reflecting limited fiscal capacity,https://www.gov.sz/mict-digital-strategy
SWZ,Eswatini,Domestic,Private Sector Investment,2019,2025,,Eswatini Mobile (E-Mobile),Mobile Money & Network Infrastructure Development,"Mobile money platform development, network infrastructure and digital financial services",18,SZL,18.45,2024,Grant/Concessional Loan,digital payment,Active,Private investment in mobile money and telecommunications infrastructure,"Leading mobile money operator in Eswatini, focus on digital payment services",https://www.emobile.co.sz/
SWZ,Eswatini,Domestic,Private Sector Investment,2020,2025,,Eswatini Technology & Innovation Startups,Small-Scale Tech Innovation Development,Investment in small technology startups and digital services for local and regional markets,2.8,SZL,18.45,2024,Private Investment,DPI / DT General,Active,Small-scale venture capital and private investment in local technology,Very limited but emerging technology startup ecosystem,https://www.eswatinitech.org/
SWZ,Eswatini,International,Bilateral,2022,2025,China,China Development Bank/EXIM Bank,Eswatini Basic Digital Infrastructure Development,"Basic ICT infrastructure, telecommunications equipment and digital services under BRI cooperation",18,USD,,,Concessional Loan,ICT infrastructure,Active,Concessional loans with equipment procurement requirements from China,Non-OECD bilateral investment in basic digital infrastructure under BRI framework,https://www.fmprc.gov.cn/mfa_eng/wjb_663304/zzjg_663340/xybfs_663590/xwlb_663592/202209/t20220928_10774686.html
SWZ,Eswatini,International,Bilateral,2020,2025,United Kingdom,"Foreign, Commonwealth & Development Office (FCDO)",Eswatini Digital Innovation & Skills Programme,"Digital skills development, basic innovation ecosystem and small technology projects support",3.5,GBP,1.27,2022,Grant,capacity building,Active,UK development funding for digital skills and basic innovation,Focus on digital skills development and basic innovation ecosystem,https://www.gov.uk/government/case-studies/supporting-digital-innovation-eswatini
SWZ,Eswatini,International,Bilateral,2020,2025,Germany,GIZ/KfW Development Bank,Eswatini Digital Skills & Basic Innovation Development,"Digital skills training, basic innovation ecosystem support and technology transfer",4.5,EUR,1.09,2024,Grant/Technical Assistance,capacity building,Active,German development cooperation for digital skills and basic innovation,Focus on digital skills development and basic innovation ecosystem support,https://www.giz.de/en/worldwide/316.html
SWZ,Eswatini,International,Bilateral,2021,2025,United States,USAID,Eswatini Digital Governance & Civic Technology Program,"Digital governance frameworks, civic technology and digital rights capacity building",5.5,USD,,,Grant,data governance,Active,Grant funding for digital governance and civic technology development,Focus on digital governance frameworks and civic technology applications,https://www.usaid.gov/eswatini/fact-sheets/digital-governance
SWZ,Eswatini,International,Multilateral,2022,2027,Cote D'Ivoire,African Development Bank (AfDB),Eswatini ICT Infrastructure & Digital Services Support,"Broadband infrastructure, digital financial services and basic innovation ecosystem support",15,USD,,,Concessional Loan,ICT infrastructure,Active,AfDB loan for ICT infrastructure and digital services development,Focus on basic ICT connectivity infrastructure and digital services,https://www.afdb.org/en/news-and-events/press-releases/eswatini-afdb-approves-15-million-ict-infrastructure
SWZ,Eswatini,International,Multilateral,2023,2026,Luxembourg,European Investment Bank,Southern Africa Digital Connectivity Initiative,Regional fiber optic connectivity and digital infrastructure development,8,EUR,1.09,2024,Concessional Loan,ICT infrastructure,Active,EIB loan for regional digital connectivity infrastructure,Eswatini component of regional Southern Africa digital infrastructure program,https://www.eib.org/en/press/all/2023-southern-africa-digital-connectivity
SWZ,Eswatini,International,Multilateral,2023,2026,Belgium,European Union Global Gateway,Eswatini-EU Digital Partnership Initiative,"Digital governance, connectivity, skills development and basic innovation ecosystem support",12,EUR,1.09,2024,Grant/Concessional Loan,DPI / DT General,Active,Part of €65M EU-Eswatini partnership covering multiple development sectors,"EU digital transformation partnership covering governance, skills, basic innovation",https://international-partnerships.ec.europa.eu/policies/global-gateway/projects/eswatini-digital-partnership_en
SWZ,Eswatini,International,Multilateral,2020,2025,United States,World Bank,Eswatini Digital Economy Development Project,"Digital infrastructure, connectivity, e-government services and digital skills development",22,USD,,,Concessional Loan,DPI / DT General,Active,IBRD loan with performance-based disbursement linked to digital development indicators,Major World Bank digital transformation project for small country,https://projects.worldbank.org/en/projects-operations/project-detail/P172845
SWZ,Eswatini,International,Philanthropic,2022,2025,United States,Bill & Melinda Gates Foundation,Eswatini Digital Health & Basic Financial Inclusion,"Digital health systems, digital payments for healthcare and basic health service delivery platforms",4,USD,,,Grant,digital health,Active,Multi-year grant for digital health systems and financial inclusion in healthcare,"Focus on digital health infrastructure and systems, clear digital health sector",https://www.gatesfoundation.org/about/committed-grants/2022/11/inv-031789
SWZ,Eswatini,International,Philanthropic,2021,2025,Canada,Mastercard Foundation,Eswatini Youth Digital Skills & Employment,Digital skills training and youth employment in basic technology and digital services,2.5,USD,,,Grant,capacity building,Active,Multi-year grant for youth digital skills and technology employment,Focus on digital skills development and youth technology employment,https://mastercardfdn.org/all/insights/digital-skills-eswatini-youth-employment/
SWZ,Eswatini,International,Private FDI,2021,2025,South Africa,MTN Group,Eswatini Telecom Infrastructure & Digital Services Investment,Strategic investment in Eswatini telecommunications infrastructure and digital services expansion,15,USD,,,Grant/Concessional Loan,ICT infrastructure,Active,Strategic FDI for telecommunications infrastructure and digital services,"Major regional South African telecom investment, ICT infrastructure focus",https://www.mtn.com/investors/financial-results/mtn-eswatini-investment
SWZ,Eswatini,International,Private FDI,2022,2025,South Africa,Vodacom Group,Eswatini Mobile Money Strategic Investment & Expansion,Strategic investment in Eswatini mobile money expansion and digital financial services,8.5,USD,,,Grant/Concessional Loan,digital payment,Active,Strategic equity investment for mobile money and digital services expansion,Regional South African investment in mobile money ecosystem,https://www.vodacom.com/news/vodacom-eswatini-investment
SWZ,Eswatini,International,Regional/Continental Initiatives,2020,2025,Ethiopia,African Union Digital Transformation Strategy,Continental Digital Market Development,AU digital transformation strategy implementation and continental digital single market,1,USD,,,Grant,DPI / DT General,Active,Eswatini contribution to continental digital transformation agenda,AU Digital Transformation Strategy 2020-2030 implementation participation,https://au.int/sites/default/files/documents/38507-doc-DTS_for_Africa_2020-2030_English.pdf
SWZ,Eswatini,International,Regional/Continental Initiatives,2020,2025,Rwanda,Smart Africa Trust Alliance (SATA),Southern Africa Digital ID & Interoperability,Regional digital identity verification and cross-border digital services development,0.8,USD,,,Grant,digital ID,Active,Eswatini participation in $85M regional SATA digital ID program,Eswatini participation in continental digital ID interoperability initiative,https://smartafrica.org/sas-project/digital-identity-for-africa/
SWZ,Eswatini,International,Regional/Continental Initiatives,2021,2025,Various,Southern African Development Community (SADC),SADC Regional Digital Integration Initiative,"SADC regional digital market, cross-border payments and digital trade facilitation",2.2,USD,,,Grant,DPI / DT General,Active,Eswatini share of $185M SADC digital integration program,Small but active participation in Southern Africa regional digital transformation,https://www.sadc.int/news-events/news/sadc-launches-digital-transformation-strategy
ETH,Ethiopia,Domestic,Domestic Innovation Funding,2019,2025,,Addis Ababa Innovation & Technology Hub,Tech Startup Incubation & Acceleration,"Incubation, acceleration and seed funding for technology startups and digital innovations",18,ETB,118.5,2022,Private Investment,DPI / DT General,Active,"Seed funding, incubation services and acceleration programs",Technology incubation ecosystem supporting digital innovation,https://www.addisinnovation.et/
ETH,Ethiopia,Domestic,Domestic Innovation Funding,2020,2025,,Ethiopian Innovation Institute,Innovation & Technology Development Grants,"Grants for technology startups, R&D projects and digital innovation initiatives",25,ETB,118.5,2024,Grant,DPI / DT General,Active,Performance-based grants for technology innovation and startups,Government innovation funding for digital technology development,https://www.mint.gov.et/innovation-institute
ETH,Ethiopia,Domestic,Financial Institution Lending,2020,2025,,Commercial Bank of Ethiopia,Digital Banking & SME Technology Financing,Digital banking platform development and SME lending for digital transformation,55,ETB,118.5,2024,Commercial Loan,digital payment,Active,12-15% interest rates for digital banking and SME technology adoption,"Digital banking platform and SME digital transformation, digital payment focus",https://www.combanketh.et/
